Time (s),Volume (m^3),Ar,He,Ne,N2,ethane(1),CH3(2),C2H5(3),C(6),H(4),C2H4(8),H2(12),C3H7(14),C2H3(13),C#C(25),C4H7(28),C4H7(38),C3H5(32),C4H6(30)
1.6489246026405431e-06,0.11233896241276443,0.0,0.0,0.0,0.0,0.99830599731410052,0.00053774191809926252,2.3244366446598332e-05,4.771384806581495e-05,1.5307378978650593e-05,0.00054488354148782986,0.00052507238160809854,6.3138326270630148e-10,1.2018664004712723e-09,3.7417598273805824e-08,2.1248236554337768e-14,8.5463437237327854e-17,4.6139584344669105e-14,2.9805933788007401e-13
1.6649952051932015e-06,0.11234074391342688,0.0,0.0,0.0,0.0,0.99827377785863758,0.00054127173314646732,2.3573473943173274e-05,4.8665313340853605e-05,1.5524689959516809e-05,0.00055868660507940604,0.00053845923939426692,6.5164807833902738e-10,1.2453763230396762e-09,3.9189083100772983e-08,2.2582377737430239e-14,9.0829541719997002e-17,4.8653158578136896e-14,3.2023534684397901e-13
1.6810658077458598e-06,0.11234254514646476,0.0,0.0,0.0,0.0,0.99824120380809223,0.00054476616986398347,2.3902588353743027e-05,4.9626096252896768e-05,1.5741969071948582e-05,0.00057268223165522964,0.00055203414989199472,6.7230646167607821e-10,1.2899255211796582e-09,4.1024166741853694e-08,2.3983613572742163e-14,9.6465520549205688e-17,5.125171354935625e-14,3.437952141014387e-13
1.6955293500432521e-06,0.11234418312418105,0.0,0.0,0.0,0.0,0.99821158408496291,0.00054788100766781534,2.4198759706222076e-05,5.0498749114438094e-05,1.5937467506344374e-05,0.00058544287697502183,0.00056441230011233226,6.9123610189336708e-10,1.3309159990684614e-09,4.2731357440172224e-08,2.5304131274079758e-14,1.0177683287027725e-16,5.3688500299439768e-14,3.6623936773367493e-13
1.7099928923406444e-06,0.11234583707721633,0.0,0.0,0.0,0.0,0.99818167736334951,0.00055096736621297615,2.4494867298485955e-05,5.1378914508468154e-05,1.6132892966715041e-05,0.00059835936695866085,0.00057694265260561245,7.1048609197838353e-10,1.3727623072643655e-09,4.4492378297430127e-08,2.6682830317049456e-14,1.0732215992229279e-16,5.6219792502056581e-14,3.8991253144343733e-13
1.7244564346380368e-06,0.1123475069990652,0.0,0.0,0.0,0.0,0.99815148379892105,0.00055402533448690203,2.4790879021949374e-05,5.2266575112383075e-05,1.6328223627630137e-05,0.00061143161147326759,0.00058962512298803163,7.3005731609564331e-10,1.4154708408717374e-09,4.6308338673361039e-08,2.8121579814741921e-14,1.1310901871185789e-16,5.8839785939072428e-14,4.1486852161680644e-13
1.7389199769354291e-06,0.11234919288149477,0.0,0.0,0.0,0.0,0.99812100357852251,0.00055705500461405153,2.508676324839186e-05,5.3161713060022373e-05,1.6523437994223485e-05,0.0006246595029114157,0.0006024596097630318,7.499503506388597e-10,1.4590478366733401e-09,4.8180355743597846e-08,2.9622282340880375e-14,1.1914506166980749e-16,6.1553986460098594e-14,4.4116286995180018e-13
1.7533835192328215e-06,0.11235089471456862,0.0,0.0,0.0,0.0,0.99809023691970555,0.00056005647178681412,2.5382488831871447e-05,5.4064309946737874e-05,1.6718514903443696e-05,0.0006380429164568103,0.00061544599458467617,7.7016579828253021e-10,1.503499371817805e-09,5.0109554297377545e-08,3.118687374895464e-14,1.2543807508939088e-16,6.4365438681273312e-14,4.6885285372071999e-13
1.7678470615302138e-06,0.1123526124866735,0.0,0.0,0.0,0.0,0.99805918407025951,0.00056302983419680836,2.5678025110376317e-05,5.4974346834692076e-05,1.691343352512927e-05,0.00065158171035131871,0.00062858414252185484,7.9070425930433006e-10,1.548831362612647e-09,5.2097066519737386e-08,3.2817322972481119e-14,1.3199597831423177e-16,6.7275008595220324e-14,4.9799752582669299e-13
1.7823106038276061e-06,0.11235434618454561,0.0,0.0,0.0,0.0,0.99802784530773891,0.00056597519296639636,2.5973341907301594e-05,5.5891804258300742e-05,1.7108173362964341e-05,0.00066527572616241373,0.00064187390232270185,8.115662060354627e-10,1.5950495634210222e-09,5.4144031769290713e-08,3.4515631808587816e-14,1.388268228711197e-16,7.0285415300250503e-14,5.2865774466729958e-13
1.7967741461249985e-06,0.11235609579329621,0.0,0.0,0.0,0.0,0.99799622093899254,0.00056889265208007775,2.6268409532712778e-05,5.6816662229861246e-05,1.7302714255286736e-05,0.00067912478905107993,0.00065531510667953864,8.3275204439281692e-10,1.6421595656704893e-09,5.6251596360980266e-08,3.628383468244294e-14,1.4593879152171602e-16,7.3399243065335315e-14,5.6089620380165514e-13
1.8112376884223908e-06,0.11235786129643799,0.0,0.0,0.0,0.0,0.99796431129969143,0.00057178231831594344,2.6563198784339652e-05,5.7748900245419745e-05,1.7497036375711886e-05,0.00069312870804073899,0.00066890757249463628,8.5426214345349666e-10,1.6901667969752447e-09,5.8420913345764784e-08,3.8123998391884791e-14,1.5334019723553121e-16,7.6618584737541271e-14,5.9477746139384492e-13
1.8257012307197831e-06,0.11235964267591156,0.0,0.0,0.0,0.0,0.99793211675385007,0.00057464430117728062,2.6857680948301236e-05,5.8688497290869417e-05,1.7691120233574691e-05,0.00070728727628704491,0.00068265110114662281,8.7609679932807407e-10,1.7390765203657224e-09,6.0653142287900364e-08,4.0038221834142509e-14,1.6103948209075089e-16,7.9945833469885858e-14,6.3036796940455029e-13
1.8401647730171755e-06,0.11236143991211114,0.0,0.0,0.0,0.0,0.9978996376933561,0.00057747871282430379,2.715182779959628e-05,5.9635431848242124e-05,1.788494667421223e-05,0.00072160027134805229,0.00069654547875716566,8.9825623782620105e-10,1.7888938336215408e-09,6.2949449042436117e-08,4.2028635715661844e-14,1.6904521610711395e-16,8.3383430734587396e-14,6.6773610251490716e-13
1.8546283153145678e-06,0.11236325298391095,0.0,0.0,0.0,0.0,0.9978668745374899,0.00058028566800607888,2.744561160237859e-05,6.0589681902172029e-05,1.8078496879099099e-05,0.00073606745545456509,0.00071059047645772656,9.2074062967573215e-10,1.8396236687083927e-09,6.5311005532004811e-08,4.4097402244514566e-14,1.7736609600873949e-16,8.6933732240421957e-14,7.0695218677264135e-13
1.8835553999093527e-06,0.11236692654236674,0.0,0.0,0.0,0.0,0.99780049775088631,0.00058581768050824912,2.8031981564335772e-05,6.2520037991707454e-05,1.8464694987581114e-05,0.00076546336471445479,0.00073913134330423028,9.6668464617736331e-10,1.9438398006325575e-09,7.0234584398841695e-08,4.8478797602773806e-14,1.9498870591480962e-16,9.4382132413666269e-14,7.9121943879936222e-13
1.9124824845041374e-06,0.11237066315287378,0.0,0.0,0.0,0.0,0.99773299027810158,0.00059124130588227605,2.8616578726772026e-05,6.4479379745385816e-05,1.8849570729038006e-05,0.00079547280564897156,0.00076827158106937703,1.0139289971870203e-09,2.0517610405943487e-09,7.5433367099704916e-08,5.3200322851026882e-14,2.1397936838712841e-16,1.0231048193956097e-13,8.8377243028741952e-13
1.941409569098922e-06,0.11237446259438848,0.0,0.0,0.0,0.0,0.99766435641106388,0.00059655754843406569,2.91991987902038e-05,6.6467513832577763e-05,1.9232985635687618e-05,0.00082609335191663111,0.00079800884635435488,1.0624728681192631e-09,2.1634208410469253e-09,8.0916924560057124e-08,5.8280374450082697e-14,2.3441207674628306e-16,1.1073854959815949e-13,9.8524686976450741e-13
1.9703366536937067e-06,0.1123783246240667,0.0,0.0,0.0,0.0,0.99759460083437634,0.00060176744744962045,2.9779645234123276e-05,6.8484239641552496e-05,1.9614806580569251e-05,0.00085732235788993296,0.00082834058148018139,1.1123145339705383e-09,2.2788499820956813e-09,8.6694903222806659e-08,6.3737817681709206e-14,2.5636270998309821e-16,1.1968622820856358e-13,1.0963123280300661e-12
1.9992637382884914e-06,0.11238224897809643,0.0,0.0,0.0,0.0,0.99752372861018934,0.00060687207509340757,3.0357729275471406e-05,7.0529349523527974e-05,1.9994905747592642e-05,0.00088915696725894177,0.00085926402294913249,1.1634513740210607e-09,2.3980765768684639e-09,9.2777017864840736e-08,6.9591973026664472e-14,2.7990897796910061e-16,1.2917363028152884e-13,1.2176730718757576e-12
2.028190822883276e-06,0.11238623537252825,0.0,0.0,0.0,0.0,0.99745174516315682,0.00061187253433499841,3.0933269815866071e-05,7.2602629043831584e-05,2.0373160593934892e-05,0.00092159412158630989,0.00089077620985233475,1.2158798949336512e-09,2.5211260824211141e-09,9.9173044444160769e-08,7.5862601672698471e-14,3.0513036316756341e-16,1.392210485283524e-13,1.350068872199506e-12
2.086044992072846e-06,0.11239439305101737,0.0,0.0,0.0,0.0,0.99730446802252914,0.00062156550138085375,3.207603400554632e-05,7.6832806897290655e-05,2.1123673225084273e-05,0.00098826287143575185,0.00095555403904698229,1.3245938372955545e-09,2.7787824812505921e-09,1.1294620068557491e-07,8.9734434012786258e-14,3.6092490338598715e-16,1.6107779906510226e-13,1.6511068309914047e-12
2.1438991612624156e-06,0.11240279501631127,0.0,0.0,0.0,0.0,0.99715281949583001,0.00063085571178295207,3.3206640032020736e-05,8.1172931929323751e-05,2.1865467710423269e-05,0.0010573004181065036,0.0010226467483939656,1.4384121259220188e-09,3.0519704633844969e-09,1.2809353477549708e-07,1.0551961764911557e-13,4.2441522609686284e-16,1.8542140275631293e-13,2.0060833435764778e-12
2.2017533304519854e-06,0.11241143835508503,0.0,0.0,0.0,0.0,0.99699685452488684,0.00063975289463915101,3.4323908022261192e-05,8.5621071267273169e-05,2.2597748108978531e-05,0.0011286758736066167,0.0010920243838910232,1.5572784773786364e-09,3.3408003920201878e-09,1.4469474048570515e-07,1.2339045208538849e-13,4.9629434584406601e-16,2.1241822051116724e-13,2.4222705239993775e-12
2.259607499641555e-06,0.11242031990782944,0.0,0.0,0.0,0.0,0.99683663245484688,0.00064826708521175107,3.5426772638107813e-05,9.0175209271712409e-05,2.3319796961176904e-05,0.0012023559099589244,0.0011636546115223031,1.6811255236433746e-09,3.6453429034169506e-09,1.6282982671869725e-07,1.4352465259449797e-13,5.7727706024303643e-16,2.4223541143731355e-13,2.9075759205571577e-12
2.317461668831125e-06,0.11242943629517028,0.0,0.0,0.0,0.0,0.99667221659278671,0.00065640856812381279,3.6514279252074342e-05,9.4833256466096683e-05,2.4030972633492266e-05,0.0012783050099075116,0.0012375029625024032,1.8098757967624598e-09,3.9656303452868442e-09,1.8257890931964524e-07,1.6610473835726979e-13,6.6809748898360657e-16,2.750403138745499e-13,3.4705607331585899e-12
2.3753158380206947e-06,0.11243878393944053,0.0,0.0,0.0,0.0,0.99650367378144633,0.00066418782357220317,3.7585579772135818e-05,9.9593058450450744e-05,2.4730706426191377e-05,0.0013564857088658689,0.0013135330697306227,1.9434427142061162e-09,4.3016584129897521e-09,2.0402201154432308e-07,1.9131740430389472e-13,7.6950654728044797e-16,3.1099985789522266e-13,4.1204557858732762e-12
2.4331700072102645e-06,0.11244835908837707,0.0,0.0,0.0,0.0,0.99633107398920895,0.0006716154766766661,3.8639928182161638e-05,0.00010445240472442359,2.5418499488302982e-05,0.0014368588274446907,0.0013917068948437548,2.0817315536598272e-09,4.6533879665889442e-09,2.2723887408484465e-07,2.1935287773100259e-13,8.822693580906634e-16,3.5028000205215427e-13,4.8671752026149404e-12
2.4910241763998343e-06,0.11245815783638226,0.0,0.0,0.0,0.0,0.99615448991746158,0.00067870225010463719,3.967667584344988e-05,0.00010940903736117574,2.6093919571302713e-05,0.0015193836938917052,0.0014719849452377281,2.2246404126787051e-09,5.0207469844979152e-09,2.5230877552280553e-07,2.50404272406789e-13,1.0071626542254231e-15,3.9304520521818779e-13,5.7213277110052581e-12
2.548878345589404e-06,0.11246817614503228,0.0,0.0,0.0,0.0,0.99597399662633346,0.00068545892004730539,4.0695266614056268e-05,0.00011446065947017238,2.6756597660842328e-05,0.0016040183558706945,0.0015543264805262175,2.3720611430183042e-09,5.4036326154609225e-09,2.7931036390674705e-07,2.8466694450889726e-13,1.1449721878348047e-15,4.3945793564347243e-13,6.6942255492104049e-12
2.606732514778974e-06,0.11247840986269769,0.0,0.0,0.0,0.0,0.9957896711794717,0.00069189627554132891,4.1695231853045971e-05,0.0001196049433870225,2.7406224531838666e-05,0.0016907197812056054,0.0016386897081048452,2.5238802523061335e-09,5.8019133076071765e-09,3.0832149990946699e-07,3.223378576396559e-13,1.2964901764016278e-15,4.8967821830541452e-13,7.7978910122986059e-12
2.6645866839685436e-06,0.1124888547430387,0.0,0.0,0.0,0.0,0.99560159230818346,0.00069802508109046075,4.2676185369122778e-05,0.00012483953853993299,2.8042547267370551e-05,0.0017794440474033159,0.0017250319676697524,2.6799797685632957e-09,6.215430987281657e-09,3.3941911183782724e-07,3.6361496387512207e-13,1.4625128132259945e-15,5.4386322296125638e-13,9.0450607033480093e-12
2.7224408531581134e-06,0.11249950646241183,0.0,0.0,0.0,0.0,0.99540984009508859,0.00070385604253193673,4.3637818358712795e-05,0.00013016207895649948,2.8665365772492302e-05,0.0018701465198825919,0.0018133099046434343,2.8402380629663488e-09,6.6440032571327487e-09,3.7267906264293857e-07,4.0869660333234402e-13,1.6438378523928592e-15,6.0216689368296755e-13,1.0449187555774963e-11
2.780295022347683e-06,0.11251036063620184,0.0,0.0,0.0,0.0,0.99521449567729403,0.00070939977607993978,4.4579894370671681e-05,0.00013557019038361581,2.9274529308306567e-05,0.0019627820189056164,0.0019034796325237955,3.0045306272449276e-09,7.087425591936339e-09,4.0817602896610618e-07,4.5778092812203815e-13,1.8412622918207819e-15,6.6473962002303504e-13,1.2024440699596163e-11
2.838149191537253e-06,0.11252141283409416,0.0,0.0,0.0,0.0,0.99501564096899497,0.00071466678045339145,4.5502244332825029e-05,0.00014106149699822735,2.9869933070116476e-05,0.0020573049752812462,0.0019954968842422157,3.1727308032716543e-09,7.5454735148499958e-09,4.4598339214278656e-07,5.1106535625484394e-13,2.0555801767886582e-15,7.3172794957604003e-13,1.3785703267203637e-11
2.8960033607268227e-06,0.11253265859430268,0.0,0.0,0.0,0.0,0.99481335840325735,0.00071966741197054048,4.640476167310516e-05,0.00014663362769178062,3.0451514832057296e-05,0.0021536695749959883,0.0020893171526999823,3.3447104632336381e-09,8.0179047350738464e-09,4.8617314097856814e-07,5.6874605638134362e-13,2.2875805274805872e-15,8.0327434120533319e-13,1.574856825464554e-11
2.9538575299163924e-06,0.11254409343676729,0.0,0.0,0.0,0.0,0.99460773069259567,0.00072441186247827576,4.7287397562850137e-05,0.00015228422191783362,3.1019251677108267e-05,0.0022518298930093079,0.0021848958207286977,3.520340639548671e-09,8.5044612300383056e-09,5.2881578601523008e-07,6.3101746538081574e-13,2.5380453986529343e-15,8.795169577758722e-13,1.7929332561805477e-11
3.0117116991059622e-06,0.11255571287534491,0.0,0.0,0.0,0.0,0.99439884060785499,0.00072891013997723416,4.8150156303969027e-05,0.00015801093509875056,3.1573156827217659e-05,0.0023517400165084775,0.0022821882807746749,3.6994921043202248e-09,9.0048712600513658e-09,5.7398028492851612e-07,6.9807184256673725e-13,2.807748086579514e-15,9.6058949686382222e-13,2.034498933923038e-11
3.069565868295532e-06,0.1125675124290271,0.0,0.0,0.0,0.0,0.9941867707748443,0.00073317205179827274,4.8993090877190657e-05,0.00016381144359238836,3.2113276585184127e-05,0.0024533541579589767,0.0023811500446448146,3.8820358986729379e-09,9.5188513055728346e-09,6.2173397864148815e-07,7.7009886134777443e-13,3.0974514866485769e-15,1.0466210576263763e-12,2.3013218775826125e-11
3.1274200374851018e-06,0.11257948763222056,0.0,0.0,0.0,0.0,0.99397160348810021,0.0007372071901800034,4.9816298665428115e-05,0.00016968344922342623,3.2639687397845517e-05,0.0025566267583202176,0.0024817368436827018,4.0678438128349118e-09,1.0046107918131373e-08,6.7214253768959771e-07,8.4728523777944931e-13,3.4079065993395799e-15,1.1377360418013894e-12,2.5952377465652315e-11
3.1852742066746715e-06,0.11259163404412816,0.0,0.0,0.0,0.0,0.99375342054111226,0.00074102492009295307,5.0619917363370466e-05,0.0001756246833873245,3.3152493048136495e-05,0.0026615125808275714,0.0025839047197726778,4.2567888182768726e-09,1.0586339477865347e-08,7.2526991833178005e-07,9.2981439689554165e-13,3.7398511881557055e-15,1.2340540866429049e-12,2.9181486493088497e-11
3.2431283758642413e-06,0.11260394725726794,0.0,0.0,0.0,0.0,0.99353230307229512,0.00074463436915506143,5.1404121081286529e-05,0.00018163291073804218,3.3651821981398874e-05,0.0027679667957670111,0.0026876101075928409,4.4487454535557754e-09,1.1139237852970854e-08,7.8117832786939195e-07,1.0178661772431438e-12,4.0940085912173969e-15,1.3356900274809077e-12,3.2720218376087677e-11
3.300982545053811e-06,0.11261642290517013,0.0,0.0,0.0,0.0,0.99330833142596053,0.00074804441948483436,5.2169116648031188e-05,0.00018770593247334746,3.4137824769273645e-05,0.0028759450566851574,0.0027928099085525681,4.643590165770627e-09,1.1704489957913233e-08,8.3992819861419662e-07,1.1116165723944185e-12,4.4710866815818669e-15,1.4427538875173917e-12,3.6588883005981441e-11
3.358836714243381e-06,0.11262905666929468,0.0,0.0,0.0,0.0,0.99308158502752242,0.00075126370134123699,5.2915140115769455e-05,0.00019384158923362155,3.4610671712826524e-05,0.002985403568486057,0.0028994615568572238,4.8412016097493185e-09,1.2281779208508492e-08,9.0157816993564221e-07,1.2112375082433562e-12,4.8717769714952908e-15,1.5553508924368931e-12,4.0808412718535842e-11
3.4166908834329506e-06,0.11264184428521101,0.0,0.0,0.0,0.0,0.99285214227217666,0.00075430058840289115,5.3642453466952931e-05,0.00020003776363157296,3.5070550585206104e-05,0.0030962991478697115,0.0030075230781453277,5.0414609072517708e-09,1.2870786873263438e-08,9.6618507781317083e-07,1.3168966552921748e-12,5.2967538573787131e-15,1.6735815074181449e-12,4.5400346626515248e-11
3.4745450526225204e-06,0.11265478154808385,0.0,0.0,0.0,0.0,0.99262008042626404,0.00075716319454349355,5.4351341522361269e-05,0.00020629238243142665,3.5517664512952855e-05,0.0032085892765674946,0.0031169531411427624,5.2442518685877266e-09,1.3471193321482096e-08,1.0338039513200577e-06,1.4287572745079543e-12,5.7466739998386606e-15,1.7975414941741396e-12,5.0386814339543989e-11
3.53239922181209e-06,0.11266786431750525,0.0,0.0,0.0,0.0,0.99238547554056755,0.00075985937196581805,5.5042109047461666e-05,0.00021260341839701718,3.5952229994011877e-05,0.003322232147826515,0.0032277111027748098,5.4494611791099444e-09,1.4082679169558038e-08,1.1044880154715056e-06,1.5469780948575286e-12,6.222175831092568e-15,1.9273219857098433e-12,5.5790519191484787e-11
3.59025339100166e-06,0.11268108852171527,0.0,0.0,0.0,0.0,0.99214840237476776,0.00076239671056279083,5.5715078052991361e-05,0.00021896889182877033,3.6374475049580125e-05,0.0034371867065878074,0.0033397570471692091,5.6569785530654978e-09,1.4704926327684537e-08,1.1782886998810707e-06,1.6717132207822614e-12,6.7238791828170074e-15,2.0630095765673815e-12,6.1634721088837352e-11
3.6481075601912297e-06,0.11269445016125115,0.0,0.0,0.0,0.0,0.99190893433232596,0.00076478253838069873,5.637058528458879e-05,0.00022538687180981314,3.6784637506181178e-05,0.0035534126837931234,0.0034530518189730135,5.866696857281861e-09,1.5337618949906126e-08,1.2552556526851418e-06,1.8031120678459132e-12,7.252385027312517e-15,2.2046864264283328e-12,6.7943219086701961e-11
3.7059617293807995e-06,0.1127079453120652,0.0,0.0,0.0,0.0,0.99166714340505946,0.00076702392306634583,5.7008979895451307e-05,0.00023185547718144195,3.7182963403782183e-05,0.003670870625242456,0.0035675570513933222,6.0785122071326761e-09,1.5980444290951451e-08,1.3354367592138739e-06,1.9413193245376942e-12,7.8082753238685944e-15,2.3524303750573046e-12,7.474033379183504e-11
3.7638158985703693e-06,0.11272157012814883,0.0,0.0,0.0,0.0,0.99142310012672163,0.00076912767418693868,5.7630621295328507e-05,0.0002383728772679812,3.7569705525313748e-05,0.0037895219154104815,0.0036832351893580284,6.2923240371730261e-09,1.6633093473688506e-08,1.4188781649080016e-06,2.0864749381877144e-12,8.3921129621125341e-15,2.5063150666945789e-12,8.205088968501889e-11
3.821670067759939e-06,0.11273532084370082,0.0,0.0,0.0,0.0,0.99117687353489414,0.00077110034631852761,5.8235877168633478e-05,0.00024493729237069306,3.7945122042594119e-05,0.003909328796614495,0.0038000495081772913,6.5080351487579187e-09,1.7295262171376531e-08,1.5056243020037897e-06,2.238714123042527e-12,9.0044417944895744e-15,2.666410082134166e-12,8.9900197447512387e-11
3.879524236949508e-06,0.11274919377487352,0.0,0.0,0.0,0.0,0.99092853114055945,0.00077294824280594188,5.8825121654070112e-05,0.00025154699404990267,3.8309475273397158e-05,0.0040302543839099503,0.0039179641280701547,6.7255517368674088e-09,1.7966651209138456e-08,1.5957179195328436e-06,2.3981673885265285e-12,9.6457867499337561e-15,2.8327810768558013e-12,9.8314036368968201e-11
3.937378406139077e-06,0.11276318532113268,0.0,0.0,0.0,0.0,0.9906781389047179,0.00077467742010411391,5.9398733677920808e-05,0.00025820030521387142,3.8663030544231795e-05,0.0041522626760720719,0.0040369440249035148,6.9447833982605582e-09,1.8646967089225806e-08,1.6892001162089877e-06,2.5649605857032384e-12,1.0316654020741501e-14,3.0054899237129711e-12,1.0731863690691022e-10
3.995232575328647e-06,0.11277729196626127,0.0,0.0,0.0,0.0,0.99042576122146975,0.0007762936926175363,5.9957095433001977e-05,0.00026489560003223724,3.9006055153310093e-05,0.004275318563004186,0.0041569550374730641,7.1656431229720942e-09,1.9335922444724753e-08,1.7861103758004703e-06,2.7392149700352947e-12,1.1017531315001209e-14,3.1845948588124028e-12,1.169406634607103e-10
4.053086744518216e-06,0.11279151027903969,0.0,0.0,0.0,0.0,0.9901714609069926,0.00077780263796119469,6.0500590995250005e-05,0.00027163130369104788,3.9338817428152695e-05,0.004399387829895054,0.0042779638716380951,7.3880472710507199e-09,2.003323642637393e-08,1.8864866046119442e-06,2.9210472786295437e-12,1.1748888167284181e-14,3.3701506293510254e-12,1.2720719741610348e-10
4.110940913707785e-06,0.1128058369136296,0.0,0.0,0.0,0.0,0.98991529919389332,0.00077920960257272208,6.1029605069934059e-05,0.0002784058920055821,3.9661585872305197e-05,0.0045244371584294823,0.004399938101604316,7.6119155363201227e-09,2.0738635027142169e-08,1.9903651707267353e-06,3.1105698202054811e-12,1.2511176300510844e-14,3.5622086423031329e-12,1.3814572050967545e-10
4.168795082897355e-06,0.11282026860969005,0.0,0.0,0.0,0.0,0.98965733573042436,0.00078051970761163099,6.1544521859589659e-05,0.00028521789090627778,3.9974628395708353e-05,0.004650434125338168,0.0045228461686311816,7.8371708988238658e-09,2.145185134914276e-08,2.0977809446856549e-06,3.3078905761087099e-12,1.3304830032241804e-14,3.7608171129719862e-12,1.4978409855643119e-10
4.226649252086924e-06,0.11283480219225063,0.0,0.0,0.0,0.0,0.98939762858410263,0.00078173785508732084,6.2045724045925435e-05,0.00029206587581220189,4.027821162337589e-05,0.0047773471985550564,0.0046466573774229768,8.0637395674964639e-09,2.2172625817355681e-08,2.2087673413038811e-06,3.5131133107928257e-12,1.4130266719052398e-14,3.9660212125360926e-12,1.6215056557755005e-10
4.284503421276493e-06,0.11284943457136613,0.0,0.0,0.0,0.0,0.98913623424928465,0.00078286873416305504,6.2533591878156667e-05,0.00029894847090559511,4.0572600277173472e-05,0.004905145731232889,0.004771341890445883,8.2915509144854775e-09,2.2900706344491933e-08,2.323356362351882e-06,3.7263376902935625e-12,1.498788723305342e-14,4.1778632138300208e-12,1.7527370835979105e-10
4.342357590466063e-06,0.11286416274157482,0.0,0.0,0.0,0.0,0.98887320765828968,0.00078391682758832129,6.300850236045955e-05,0.0003058643483201301,4.08580566256596e-05,0.0050337999538507565,0.0048968707203968327,8.5205374024349836e-09,2.3635848451176144e-08,2.4415786398499952e-06,3.9476594073092024e-12,1.5878076464983275e-14,4.3963826347024511e-12,1.8918245147275095e-10
4.400211759655632e-06,0.112878983781182,0.0,0.0,0.0,0.0,0.98860860219568358,0.00078488641821685063,6.3470828531506465e-05,0.00031281222725464337,4.1134839997133729e-05,0.0051632809646309664,0.0050232157210341414,8.7506345059296254e-09,2.4377815345448824e-08,2.5634634797488778e-06,4.1771703116037367e-12,1.6801203848709093e-14,4.6216163783899487e-12,2.0390604276527615e-10
4.4580659288452015e-06,0.11289389485138789,0.0,0.0,0.0,0.0,0.98834246971536788,0.00078578159557214254,6.3920938829329705e-05,0.00031979087302323283,4.1403206351235954e-05,0.0052935607184668521,0.005150349576564542,8.9817806281918259e-09,2.5126377965400988e-08,2.6890389057896473e-06,4.414958544551873e-12,1.7757623902387068e-14,4.8535988704334214e-12,2.194740393577998e-10
4.515920098034771e-06,0.1129088931952773,0.0,0.0,0.0,0.0,0.98807486056014338,0.0007866062624265781,6.4359196535065699e-05,0.00032679909605178351,4.1663407904652361e-05,0.005424612014547984,0.0052782457897667563,9.213917014023139e-09,2.5881314988556274e-08,2.8183317033580164e-06,4.6611086767396757e-12,1.8747676781913011e-14,5.0923621917457993e-12,2.3591629414320894e-10
4.57377426722434e-06,0.11292397613668974,0.0,0.0,0.0,0.0,0.98780582358343683,0.00078736414136413408,6.4785959289442448e-05,0.0003338357508301661,4.191569280669671e-05,0.0055564084828548079,0.0054068786690176888,9.4469876598837929e-09,2.6642412811412886e-08,2.951367463166027e-06,4.9157018476316329e-12,1.9771688842684474e-14,5.337936207513559e-12,2.5326294280504259e-10
4.68948260560348e-06,0.11295438550338835,0.0,0.0,0.0,0.0,0.98726365427975149,0.00078869356380165503,6.5606400031813266e-05,0.00034798998730602263,4.2397483396037162e-05,0.0058221355202488978,0.0056662556008370019,9.9157209164359593e-09,2.8182274758514006e-08,3.2287645179443391e-06,5.45052555266041e-12,2.1922830325307839e-14,5.8496254437392523e-12,2.9079130555101862e-10
4.793620110144705e-06,0.1129820180176316,0.0,0.0,0.0,0.0,0.98677127922888197,0.00078969551394654231,6.6308942946798378e-05,0.00036081540825422286,4.2806417201308768e-05,0.0060635902799124567,0.005901972484482515,1.0340267247554887e-08,2.9587233541342152e-08,3.4914565865880651e-06,5.9614908140958111e-12,2.3978009584927772e-14,6.3336968794872995e-12,3.279675415728232e-10
4.89775761468593e-06,0.11300988656285164,0.0,0.0,0.0,0.0,0.98627497238406781,0.00079053141015675993,6.697950864445217e-05,0.00037371702997184502,4.319334919317104e-05,0.0063070856536176128,0.0061397118823994026,1.0767085550677204e-08,3.1009176880440343e-08,3.7666237650175524e-06,6.5009314784417619e-12,2.6147721233002824e-14,6.8402108278866896e-12,3.6855434836105574e-10
5.001895119227156e-06,0.11303797826233905,0.0,0.0,0.0,0.0,0.98577496823589617,0.00079121728637435813,6.7619937065689127e-05,0.00038668961748230347,4.3559551720072718e-05,0.0065524958234491996,0.0063793511000633336,1.1195936424384706e-08,3.2447127064200197e-08,4.0543776821169708e-06,7.0692151505692995e-12,2.8433443832800606e-14,7.3692766318460775e-12,4.1273618259838255e-10
5.106032623768381e-06,0.11306628098688162,0.0,0.0,0.0,0.0,0.98527148784871621,0.00079176777898187518,6.8231989730254151e-05,0.00039972830756997987,4.3906241810908526e-05,0.0067997023768613385,0.0066207746325172689,1.1626601948980955e-08,3.3900178619751332e-08,4.3548207133729108e-06,7.6666844338512711e-12,3.0836555387701904e-14,7.9209890464788141e-12,4.6069961463971896e-10
5.210170128309606e-06,0.11309478329416736,0.0,0.0,0.0,0.0,0.98476473944182052,0.00079219623209957426,6.8817348652093458e-05,0.00041282858719065332,4.4234580543495733e-05,0.0070485939687549345,0.0068638738384188304,1.2058883998822565e-08,3.5367495266725392e-08,4.6680466850576455e-06,8.29365932091512e-12,3.3358342957183133e-14,8.4954298630526982e-12,5.1263316938816115e-10
